"species","owner","country_of_origin","farm_name","mill","company","region","producer","grading_date","owner_1","variety","processing_method","aroma","flavor","aftertaste","acidity","body","balance","uniformity","clean_cup","sweetness","cupper_points","total_cup_points","moisture","category_one_defects","quakers","color","category_two_defects","altitude_low_meters","altitude_high_meters","altitude_mean_meters"
"Arabica","cqi taiwan icp cqi台灣合作夥伴","Taiwan","眉泉莊園        ","台中市新社區新社里中和街4段88號        ","宸嶧國際","","林玲美0918232039        ",2017-02-13,"CQI Taiwan ICP CQI台灣合作夥伴","","",7,7.08,7,7.17,7,7,10,10,10,10,82.25,0.1,0,0,"Blue-Green",0,NA,NA,NA
"Arabica","juan luis alvarado romero","Guatemala","linda vista","beneficio humedo","mercon guatemala s.a.","nuevo oriente","PABLO CHUY",2016-08-31,"Juan Luis Alvarado Romero","Pacas","Washed / Wet",7.67,7.5,7.25,7.67,7.42,7.42,10,10,10,7.33,82.25,0.11,0,2,"Green",2,1450,1450,1450
"Arabica","ipanema coffees","Brazil","rio verde","ipanema comercial e exportadora sa","ipanema coffees","south of minas","Ipanema Agrícola SA",2015-10-08,"Ipanema Coffees","Yellow Bourbon","Natural / Dry",7.42,7.67,7.5,7.08,7.5,7.42,10,10,10,7.67,82.25,0,0,0,"Green",9,1,1,1
"Arabica","consejo salvadoreño del café","El Salvador","zapato de mico","tuxpal","consejo salvadoreño del café","apaneca","Tropical Farm Management El Salvador, S.A. de C.V.",2015-07-08,"Consejo Salvadoreño del Café","Bourbon","Washed / Wet",7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,7.58,82.25,0.12,0,0,"Green",0,1500,1500,1500
"Arabica","cadexsa","Honduras","bethel","cadexsa","cadexsa","marcala","Omar Acosta",2015-04-15,"CADEXSA","Catuai","Washed / Wet",7.58,7.5,7.42,7.58,7.42,7.42,10,10,10,7.33,82.25,0.11,0,0,"Green",2,1350,1350,1350
"Arabica","afca","Malawi","kachere","mzuzu coffee coop union","mzuzu coffee planters coop union","mzuzu","Mzuzu Coffee Coop Union",2014-11-04,"AFCA","Gesha","Washed / Wet",7.58,7.42,7.33,7.42,7.58,7.5,10,10,10,7.42,82.25,0.13,0,0,"Blue-Green",0,1180,1180,1180
"Arabica","ipanema coffees","Brazil","rio verde","ipanema coffees","ipanema coffees","south of minas","Ipanema Agrícola SA",2014-10-16,"Ipanema Coffees","Bourbon","Natural / Dry",7.75,7.58,7.42,7.42,7.33,7.33,10,10,10,7.42,82.25,0.11,0,0,"Green",0,1100,1100,1100
"Arabica","cqi taiwan icp cqi台灣合作夥伴","Taiwan","guo xing ka fei wang 國姓咖啡王咖啡莊園","guo xin ka fei 國昕咖啡","blossom valley宸嶧國際","nantou","Lin yu tang 林玉堂",2013-12-26,"CQI Taiwan ICP CQI台灣合作夥伴","Typica","Washed / Wet",7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.25,82.25,0.11,0,0,"Green",0,650,650,650
"Arabica","jesus carlos cardenas valdivia","Mexico","finca huehuetecpan","cosautlan de carvajal, veracruz, méxico","","veracruz","MARIA DEL ROSARIO IRAIS VALDIVIA ORTIZ",2013-07-19,"JESUS CARLOS CARDENAS VALDIVIA","Mundo Novo","Washed / Wet",7.58,7.58,7.42,7.42,7.42,7.42,10,10,10,7.42,82.25,0.12,0,0,"Blue-Green",4,1338,1338,1338
"Arabica","kona pacific farmers cooperative","United States (Hawaii)","","","kona pacific farmers cooperative","kona","",2013-05-03,"Kona Pacific Farmers Cooperative","Hawaiian Kona","Natural / Dry",7.33,7.42,7.5,7.67,7.5,7.42,10,10,10,7.42,82.25,0,0,0,"Bluish-Green",1,NA,NA,NA
"Arabica","saul m. hernandez ramirez","Mexico","omicuatla","comitla","","calnali, hidalgo","FELIX DE LA CRUZ CASIMIRO",2012-09-27,"SAUL M. HERNANDEZ RAMIREZ","Bourbon","Washed / Wet",7.58,7.58,7.5,7.17,7.42,7.42,10,10,10,7.58,82.25,0.16,3,0,"None",8,533,533,533
"Arabica","juan luis alvarado romero","Guatemala","finca medina","finca medina","siembras vision, s.a. / ing. jorge bolaños","antigua","SIEMBRAS VISION, S.A.",2012-09-19,"Juan Luis Alvarado Romero","Bourbon","Washed / Wet",7.5,7.5,7.33,7.58,7.67,7.33,10,10,10,7.33,82.25,0.11,0,0,"Green",2,1390.8024,1390.8024,1390.8024
"Arabica","manuel herrera juarez","Mexico","los barreales 1112lbgr7230412","finca los barreales","finca los barreales","veracruz","MANUEL HERRERA JUAREZ",2012-08-31,"MANUEL HERRERA JUAREZ","Bourbon","Washed / Wet",7.5,7.58,7.42,7.67,7.33,7.42,10,10,10,7.33,82.25,0.13,0,0,"Green",3,1170,1170,1170
"Arabica","guillermo rojas saldana","Mexico","jamaica","finca jamaica, san gabriel mixtepec, juquila, oaxaca","","juquila","GUILLERMO ROJAS SALDAÑA",2012-08-30,"GUILLERMO ROJAS SALDANA","Typica","Washed / Wet",7.67,7.58,7.33,7.5,7.42,7.42,10,10,10,7.33,82.25,0.12,0,0,"Green",13,1250,1250,1250
"Arabica","adam kline","El Salvador","","","atlantic specialty coffee","","",2012-08-21,"Adam Kline","Other","Washed / Wet",7.75,7.33,7.33,7.5,7.5,7.5,10,10,10,7.33,82.25,0,2,0,"Green",5,NA,NA,NA
"Arabica","sergio de la vequia bernardi","Mexico","chilcuatla","cafetalera la cuchilla","","veracruz","SERGIO DE LA VEQUIA BERNARDI",2012-07-11,"SERGIO DE LA VEQUIA BERNARDI","Typica","Washed / Wet",7.33,7.58,7.42,7.67,7.33,7.5,10,10,10,7.42,82.25,0.11,0,0,"Green",0,1100,1100,1100
"Arabica","organizaciones de productores de cafe colimense","Mexico","comunidad de canoas","productos organicos de canoas spr de rl","organizaciones de productores de cafe colimense sa de cv","canoas","COOP",2012-04-02,"ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE","Typica","Washed / Wet",7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,7.42,82.25,0.1,0,0,"Green",3,900,900,900
"Arabica","exportadora de cafe condor s.a","Colombia","","trilladora boananza","exportadora de cafe condor s.a","huila","",2012-02-22,"Exportadora de Cafe Condor S.A","Caturra","Washed / Wet",7.5,7.42,7.67,7.33,7.58,7.33,10,10,10,7.42,82.25,0.12,0,0,"Green",1,1750,1750,1750
"Arabica","racafe & cia s.c.a","Colombia","","","c.i.racafe & cia s.c.a","huila","La Plata",2012-02-09,"Racafe & Cia S.C.A","Caturra","Washed / Wet",7.67,7.33,7.33,7.33,7.5,7.5,10,10,10,7.58,82.25,0.11,0,0,"Green",0,1600,1950,1775
"Arabica","nucoffee","Brazil","caxambu","","nucoffee","","Carmem Lucia Chaves de Brito",2012-01-23,"NUCOFFEE","Arusha","Natural / Dry",7.67,7.58,7.42,7,7.5,7.58,10,10,10,7.5,82.25,0.12,0,0,"Green",1,NA,NA,NA
"Arabica","racafe & cia s.c.a","Colombia","","","","cauca","",2011-03-01,"Racafe & Cia S.C.A","","",7.17,7.25,7.58,7.25,7.58,7.67,10,10,10,7.75,82.25,0.22,0,0,"",2,NA,NA,NA
"Arabica","ipanema coffees","Brazil","fazenda capoeirnha","dry mill","ipanema coffees","south of minas","Ipanema Agricola",2016-08-16,"Ipanema Coffees","Bourbon","Natural / Dry",7.42,7.42,7.5,7.42,7.42,7.5,10,10,10,7.5,82.17,0.11,0,1,"Green",5,934,934,934
"Arabica","bismarck castro","Honduras","las cuchillas","dry mill","cigrah s.a de c.v","comayagua","Nahun Maldonado",2016-06-09,"Bismarck Castro","Caturra","Washed / Wet",7.5,7.5,7.17,7.42,7.5,7.5,10,10,10,7.58,82.17,0.11,0,1,"Bluish-Green",2,1500,1500,1500
"Arabica","bencafe, s. a.","Nicaragua","el brigadum - la coronela","dry mill","beneficiadora norteña de cafe, s. a. (bencafe)","jinotega","MARCIO ALBERTO RIVERA CASTELLON",2016-03-15,"BENCAFE, S. A.","","",7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,82.17,0.1,0,0,"Green",1,1000,1000,1000
"Arabica","langiro farm group","Tanzania, United Republic Of","langiro farm group","mbinga","tawoca","ruvuma","Langiro farm group",2015-11-16,"Langiro Farm group","Bourbon","Washed / Wet",7.58,7.42,7.42,7.33,7.5,7.42,10,10,10,7.5,82.17,0.13,1,0,"Green",6,1500,1800,1650
"Arabica","ibero coffee trading co (t) ltd","Tanzania, United Republic Of","","","ibero tanzania","northern","",2015-10-20,"IBERO COFFEE TRADING CO (T) LTD","Other","Washed / Wet",7.42,7.42,7.42,7.5,7.5,7.33,10,10,10,7.58,82.17,0.12,0,0,"Green",1,1600,1600,1600
"Arabica","ipanema coffees","Brazil","rio verde","ipanema comercial e exportadora sa","ipanema coffees","south of minas","Ipanema Agrícola SA",2015-10-08,"Ipanema Coffees","Yellow Bourbon","Natural / Dry",6.92,7.58,7.42,7.33,7.83,7.5,10,10,10,7.58,82.17,0,0,0,"Green",1,1,1,1
"Arabica","doi tung development project","Thailand","","","doi tung development project","thailand","Doi Tung Development Project",2015-06-09,"Doi Tung Development Project","","Washed / Wet",7.42,7.42,7.17,7.75,7.25,7.67,10,10,10,7.5,82.17,0.12,0,0,"Bluish-Green",0,800,800,800
"Arabica","cadexsa","Honduras","bethel","cadexsa","cadexsa","marcala","Omar Acosta",2015-04-15,"CADEXSA","Catuai","Washed / Wet",7.67,7.5,7.25,7.42,7.58,7.42,10,10,10,7.33,82.17,0.11,0,0,"Green",2,1350,1350,1350
"Arabica","essencecoffee","Guatemala","blue lake","","essence coffee","atitlan","",2015-03-21,"EssenceCoffee","Bourbon","Washed / Wet",7.42,7.42,7.5,7.5,7.42,7.5,10,10,10,7.42,82.17,0.09,0,0,"Blue-Green",4,1500,1500,1500
"Arabica","bourbon specialty coffees","Brazil","","","bourbon specialty coffees","cerrado","",2015-01-15,"BOURBON SPECIALTY COFFEES","Mundo Novo","Natural / Dry",7.58,7.5,7.42,7.25,7.5,7.42,10,10,10,7.5,82.17,0.12,0,0,"Green",1,NA,NA,NA
"Arabica","tembo coffee company ltd","Tanzania, United Republic Of","ilomba 2","tembo coffee company ltd","tembo coffee company ltd","ilomba vilage, mbozi","Tembo Coffee Company Ltd",2014-12-15,"Tembo Coffee Company Ltd","Other","Washed / Wet",7.75,7.42,7.42,7.58,7.33,7.42,10,10,10,7.25,82.17,0.12,0,0,"Green",1,1700,1700,1700
"Arabica","j.andrade","Mexico","el pino","el pino, cosautlan de carvajal","café andrade, s.a. de c.v.","veracruz","JOSÉ LUIS ANDRADE SANDARA",2014-07-15,"J.ANDRADE","Other","Washed / Wet",7.42,7.33,7.17,7.42,7.33,8.17,10,10,10,7.33,82.17,0.12,0,0,"Green",0,1100,1100,1100
"Arabica","lusso lab","Mexico","","","lusso coffee lab","la concordia, chiapas","Union Ramal Santa Cruz",2014-04-10,"LUSSO LAB","Other","Washed / Wet",7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,82.17,0.1,1,0,"None",1,1200,1600,1400
"Arabica","cqi taiwan icp cqi台灣合作夥伴","Taiwan","song yue coffee 嵩岳咖啡","song yue coffee 嵩岳咖啡","blossom valley宸嶧國際","yunlin 雲林縣石壁","Guo Zhang Sheng 郭章盛",2013-12-26,"CQI Taiwan ICP CQI台灣合作夥伴","Typica","Other",7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.17,82.17,0.11,0,0,"Green",0,1200,1200,1200
"Arabica","lin, che-hao krude 林哲豪","Taiwan","kan tou mountain coffee 崁頭山咖啡館","kan tou mountain coffee 崁頭山咖啡館","red on tree co., ltd.","dongshan dist., tainan city 臺南市東山區","Jufeng-Tseng 曾如楓",2013-05-29,"Lin, Che-Hao Krude 林哲豪","Typica","Washed / Wet",7.67,7.5,7.5,7.17,7.17,7.58,10,10,10,7.58,82.17,0,0,0,"Green",0,800,800,800
"Arabica","exportadora de cafe condor s.a","Colombia","","triladora bonanza","exportadora de cafe condor s.a","huila","",2013-03-20,"Exportadora de Cafe Condor S.A","Caturra","Washed / Wet",7.33,7.25,7.25,7.58,7.75,7.5,10,10,10,7.5,82.17,0,0,0,"Bluish-Green",1,1750,1750,1750
"Arabica","saul m. hernandez ramirez","Mexico","el nanchi","buenas vista, municipio de san bartolo tutotepec","","san bartolo tutotepec","AVILA MARTINEZ ADOLFO",2012-09-27,"SAUL M. HERNANDEZ RAMIREZ","Typica","Washed / Wet",7.5,7.67,7,7.5,7.33,7.5,10,10,10,7.67,82.17,0.15,1,0,"None",9,1144,1144,1144
"Arabica","the coffee source inc.","Guatemala","","","the coffee source inc.","oriente","Several producers",2012-08-02,"The Coffee Source Inc.","Caturra","Washed / Wet",7.25,7.75,7,7.75,8.17,7.75,10,10,9.33,7.17,82.17,0.12,0,0,"None",2,1350,1350,1350
"Arabica","salvador caro carrion","Mexico","las truchas","las truchas","","altotonga","SALVADOR CARO CARRION",2012-07-11,"SALVADOR CARO CARRION","Typica","Washed / Wet",7.5,7.58,7.25,7.5,7.5,7.33,10,10,10,7.5,82.17,0.12,0,0,"Green",4,1000,1000,1000
"Arabica","organizaciones de productores de cafe colimense","Mexico","la calera, barranca de la leona, el nogal","beneficio productores organicos de cnoas s.p.r. de r.l.","organizaciones de productores de cafe colimense sa de cv","colima","OSCAR TORRES OCHOCA, GENARO MATA CAMBEROS, MANUEL DUARTE MUNGUIA",2012-07-02,"ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE","Typica","Washed / Wet",7,7.67,7.5,7.5,7.42,7.5,10,10,10,7.58,82.17,0.1,0,0,"Green",1,1200,1200,1200
"Arabica","exportadora de cafe condor s.a","Colombia","","trilladora bonanza - armenia quindioa","","huila","",2011-02-09,"Exportadora de Cafe Condor S.A","","",7.58,7.67,7.42,7.17,7.17,7.75,10,10,10,7.42,82.17,0.08,0,0,"",0,1800,1800,1800
"Arabica","sanjava coffee","Indonesia","various","bener meriah - gayo","pt. shriya artha nusantara","aceh gayo","Various Farms",2017-08-03,"SanJava Coffee","Bourbon","Washed / Wet",7.5,7.5,7.42,7.42,7.5,7.42,10,10,10,7.33,82.08,0.15,0,0,"",3,1300,1300,1300
"Arabica","raúl vargas","Colombia","","san josé / neiva","skn caribecafe ltda","huila","",2017-02-20,"Raúl Vargas","Caturra","Washed / Wet",7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10,7.58,82.08,0,0,7,"Green",6,NA,NA,NA
"Arabica","ipanema coffees","Brazil","fazenda capoeirnha","dry mill","ipanema coffees","south of minas","Ipanema Agricola",2016-08-16,"Ipanema Coffees","Bourbon","Natural / Dry",7.42,7.58,7.42,7.5,7.42,7.25,10,10,10,7.5,82.08,0.11,0,1,"Green",3,894,894,894
"Arabica","ipanema coffees","Brazil","rio verde","ipanema comercial e exportadora sa","ipanema coffees","south of minas","Ipanema Agrícola SA",2015-10-08,"Ipanema Coffees","Yellow Bourbon","Natural / Dry",7.25,7.25,7.58,7.58,7.25,7.92,10,10,10,7.25,82.08,0,0,0,"Green",1,1,1,1
"Arabica","cafetalera internacional cafinter, s.a.","Costa Rica","el patalillo","el patalillo","cafetalera internacional cafinter, s.a.","tres rios","JOSE FRANCISCO GONZALEZ",2015-04-10,"CAFETALERA INTERNACIONAL CAFINTER, S.A.","Caturra","Washed / Wet",7.75,7.42,7.42,7.25,7.17,7.42,10,10,10,7.67,82.08,0,0,0,"Blue-Green",0,1200,1400,1300
"Arabica","balam hinyula","Tanzania, United Republic Of","ampcg","dae ltd","volcafe/taylorwinch tanzania ltd","kilimanjaro","AMPCG",2015-03-25,"Balam Hinyula","Bourbon","Washed / Wet",7.42,7.33,7.42,7.42,7.5,7.58,10,10,10,7.42,82.08,0.12,0,0,"Green",5,1500,1500,1500
"Arabica","ngorogoro convenant estate","Tanzania, United Republic Of","ngorogoro convenant estate","ngorogoro convenant estate","ngorogoro convenant estate","ngorogoro","Ngorogoro Convenant Estate",2015-01-08,"Ngorogoro Convenant Estate","Other","Washed / Wet",7.42,7.5,7.5,7.33,7.33,7.5,10,10,10,7.5,82.08,0.12,0,0,"Green",3,1500,1700,1600
"Arabica","cafe politico","Colombia","","","cafe politico","","",2014-09-12,"Cafe Politico","","Washed / Wet",7.5,7.42,7.42,7.42,7.67,7.42,10,10,10,7.25,82.08,0.11,1,0,"Green",0,NA,NA,NA
"Arabica","ceca, s.a.","Costa Rica","cafetalera aquiares","cafetalera aquiares","ceca,s.a.","turrialba","Cafetalera Aquiares",2014-03-21,"CECA, S.A.","Caturra","Washed / Wet",7.58,7.33,7.33,7.33,7.5,7.67,10,10,10,7.33,82.08,0.11,0,0,"Green",2,13,13,13
"Arabica","kona pacific farmers cooperative","United States (Hawaii)","","","kona pacific farmers cooperative","kona","",2012-11-26,"Kona Pacific Farmers Cooperative","Hawaiian Kona","Natural / Dry",7.25,7.58,7.58,7.25,7.5,7.42,10,10,10,7.5,82.08,0.11,0,0,"Bluish-Green",0,NA,NA,NA
"Arabica","el equimite, cafetal biodinámico","Mexico","cafetal el equimite, rancho agroecológico","cafetal el equimite, rancho agroecológico","","coatepec","GIBRAN LEONARDO CERVANTES COVARRUBIAS",2012-09-10,"El Equimite, Cafetal Biodinámico","Typica","Washed / Wet",7.42,7.58,7.5,7.33,7.42,7.42,10,10,10,7.42,82.08,0.13,0,0,"Green",7,1300,1300,1300
"Arabica","julio perez hernandez","Mexico","","tapachula, chiapas","indigenas de la sierra madre de motozintla san isidro labrador s. de s.s.","tapachula","ISMAM SAN ISIDRO LABRADOR S. DE S.S.",2012-08-30,"JULIO PEREZ HERNANDEZ","Typica","Washed / Wet",7.5,7.42,7.42,7.5,7.25,7.5,10,10,10,7.5,82.08,0.13,3,0,"Green",13,1800,1800,1800
"Arabica","rosa aurora falcon fernandez","Mexico","bola de oro","coatepec, ver","","coatepec","ROSA AURORA FALCON FERNANDEZ",2012-07-26,"ROSA AURORA FALCON FERNANDEZ","Typica","Washed / Wet",7.67,7.5,7.25,7.58,7.42,7.33,10,10,10,7.33,82.08,0.11,0,0,"Green",11,1250,1250,1250
"Arabica","royal base corporation","Vietnam","apollo co., ltd.","apollo co., ltd.","royal base corporation","don duong","Apollo Co., LTd.",2012-07-23,"Royal Base Corporation","Other","Natural / Dry",7.67,8,7.17,7.08,7.67,7.08,10,10,10,7.42,82.08,0.12,0,0,"Green",2,1040,1040,1040
"Arabica","sergio de la vequia bernardi","Mexico","tomatlancillo","cafetalera la cuchilla","","veracruz","RAMIRO DE LA VEQUIA BERNARDI",2012-07-11,"SERGIO DE LA VEQUIA BERNARDI","Typica","Washed / Wet",7.58,7.42,7.25,7.75,7.33,7.42,10,10,10,7.33,82.08,0.11,0,0,"Green",1,1250,1250,1250
"Arabica","kona pacific farmers cooperative","United States (Hawaii)","","","cqi","kona","",2012-02-23,"Kona Pacific Farmers Cooperative","Hawaiian Kona","Washed / Wet",7.33,7.5,7.33,7.58,7.08,7.83,10,10,10,7.42,82.08,0.1,0,0,"Green",2,NA,NA,NA
"Arabica","carcafe ltda ci","Colombia","","","","cauca","Carlos Pechene / Jesús Pechene / Flor Chacón",2011-04-18,"CARCAFE LTDA CI","","",7.67,7.42,7.67,7.33,7.25,7.58,10,10,10,7.17,82.08,0.08,1,0,"",5,1600,1600,1600
"Arabica","bismarck castro","Honduras","las moras","cigrah s.a de c.v.","cigrah s.a de c.v","el paraíso","Santos Fonseca",2017-06-01,"Bismarck Castro","Caturra","Washed / Wet",7.5,7.5,7.17,7.5,7.5,7.42,10,10,10,7.42,82,0.12,0,0,"Green",1,1600,1600,1600
"Arabica","bismarck castro","Honduras","las moras","cigrah s.a de c.v.","cigrah s.a de c.v","guinope el paraíso","Santos Fonseca",2017-04-06,"Bismarck Castro","Caturra","Natural / Dry",7.5,7.5,7.25,7.33,7.42,7.5,10,10,10,7.5,82,0.1,0,1,"Green",7,1600,1600,1600
"Arabica","ipanema coffees","Brazil","capoeirinha","dry mill","ipanema coffees","south of minas","Ipanema Agricola",2016-08-16,"Ipanema Coffees","Bourbon","Natural / Dry",7.5,7.33,7.42,7.5,7.33,7.42,10,10,10,7.5,82,0.11,0,2,"Green",3,944,944,944
"Arabica","didas","Tanzania, United Republic Of","family farm","","tawoca","kilimanjaro","Mr & Mrs Didas Mallya",2015-11-16,"Didas","Other","Washed / Wet",7.67,7.33,7.33,7.42,7.42,7.42,10,10,10,7.42,82,0.13,0,0,"Green",20,1500,1800,1650
"Arabica","minwook ku","Laos","club green","club green","kettles coffee roasters","lao p.d.r.","HanYong Choi",2015-11-05,"Minwook Ku","Other","Washed / Wet",7.42,7.5,7.25,7.33,7.5,7.5,10,10,10,7.5,82,0.12,0,0,"Blue-Green",0,1250,1250,1250
"Arabica","finca estate","Tanzania, United Republic Of","finca estate","finca estate","finca estate","meru","Finca Estate",2014-12-18,"Finca Estate","Other","Washed / Wet",7.42,7.42,7.33,7.58,7.33,7.42,10,10,10,7.5,82,0.12,0,0,"Green",3,1300,1400,1350
"Arabica","afca","Malawi","chikali","mzuzu coffee coop union","mzuzu coffee planters coop union","mzuzu","Mzuzu Coffee Coop Union",2014-10-31,"AFCA","Gesha","Washed / Wet",7.5,7.42,7.33,7.58,7.33,7.5,10,10,10,7.33,82,0.13,0,0,"Bluish-Green",1,2500,2500,2500
"Arabica","lin, che-hao krude 林哲豪","Taiwan","you siang coffee farmtainan, taiwan 台灣台南優香咖啡","you siang coffee farmtainan, taiwan 台灣台南優香咖啡","red on tree co., ltd.","dongshan dist., tainan city 臺南市東山區","Chen Jin Lin 陳金璘",2014-07-22,"Lin, Che-Hao Krude 林哲豪","Typica","Washed / Wet",7.33,7.5,7.17,7.42,7.5,7.33,10,10,10,7.75,82,0.09,0,0,"Green",0,600,600,600
"Arabica","doi tung development project","Thailand","","doi tung development project","doi tung development project","thailand","Doi Tung Development Project",2014-06-20,"Doi Tung Development Project","","Washed / Wet",7.58,7.5,7.42,7.42,7.33,7.42,10,10,10,7.33,82,0.11,0,0,"Green",0,800,800,800
"Arabica","eric thormaehlen","Costa Rica","various","coricafe sa","coricafe s.a.","central valley","VARIOS",2014-06-09,"Eric Thormaehlen","Catuai","Washed / Wet",7.5,7.25,7.33,7.33,7.75,7.5,10,10,10,7.33,82,0.1,0,0,"Green",4,1200,1400,1300
"Arabica","beneficio santa rosa","Honduras","bsr","beneficio santa rosa s.a.","beneficio santa rosa s.a.","occidental","BSR",2014-04-30,"Beneficio Santa Rosa","Caturra","Washed / Wet",7.33,7.33,7.33,7.5,7.5,7.83,10,10,10,7.17,82,0.11,0,0,"Green",5,1400,1400,1400
"Arabica","racafe & cia s.c.a","Colombia","","","racafe & cia s.c.a","huila","",2013-09-13,"Racafe & Cia S.C.A","Caturra","Washed / Wet",7.33,7.33,7.58,7.5,7.5,7.58,10,10,10,7.17,82,0.11,0,0,"Green",1,1800,2000,1900
"Arabica","lin, che-hao krude 林哲豪","Taiwan","gao chun fang 高醇坊","gao chun fang 高醇坊","red on tree co., ltd.","dongshan dist., tainan city 臺南市東山區","Lin Huang, A-Mien 黃阿綿",2013-06-03,"Lin, Che-Hao Krude 林哲豪","Typica","Washed / Wet",7.42,7.58,7.33,7.42,8,7.5,9.33,10,10,7.42,82,0.12,0,0,"Bluish-Green",0,600,700,650
"Arabica","owen carver","Brazil","café do paraíso","café do paraíso","café do paraíso","minas gerais, br","Café do Paraíso",2013-05-21,"Owen Carver","Mundo Novo","Natural / Dry",7.33,7.67,7.42,7.17,7.33,7.42,10,10,10,7.67,82,0.11,0,0,"Blue-Green",0,894,1183,1038.5
"Arabica","jorge octavio escamilla prado","Mexico","la ceiba","","","coscomatepec","JORGE OCTAVIO ESCAMILLA PRADO",2012-07-11,"JORGE OCTAVIO ESCAMILLA PRADO","Typica","Washed / Wet",7.67,7.33,7.25,7.5,7.42,7.42,10,10,10,7.42,82,0.12,0,0,"Green",1,940,940,940
"Arabica","nucoffee","Brazil","campo das flores","","nucoffee","south of minas","Vander Bonaccorsi",2012-06-04,"NUCOFFEE","Mundo Novo","Natural / Dry",7.42,7.5,7.33,7.5,7.33,7.5,10,10,10,7.42,82,0.12,0,0,"Green",1,1000,1000,1000
"Arabica","nucoffee","Brazil","são josé da lagoa","","nucoffee","cerrado","José Hiroiti",2012-04-11,"NUCOFFEE","Catuai","Semi-washed / Semi-pulped",7.42,7.5,7.25,7.5,7.5,7.42,10,10,10,7.42,82,0.11,0,0,"Blue-Green",1,1050,1050,1050
"Arabica","juan luis alvarado romero","Guatemala","el faro","","elfasa, s.a.","san marcos","PAUL STAUDER",2012-03-26,"Juan Luis Alvarado Romero","Bourbon","Natural / Dry",7.33,7.33,7.33,7.5,7.67,7.67,10,10,10,7.17,82,0.11,0,0,"Green",3,NA,NA,NA
"Arabica","nucoffee","Brazil","santa mariana/são vicente","","nucoffee","south of minas","Maria da Gloria Junqueira",2012-02-17,"NUCOFFEE","Mundo Novo","Semi-washed / Semi-pulped",7.58,7.5,7.17,7.5,7.5,7.42,10,10,10,7.33,82,0.12,0,0,"Green",2,950,950,950
"Arabica","felipe isaza","Guatemala","conquista / morito","beneficio ixchel","coffee resources inc.","oriente","Conquista/Morito",2012-02-01,"Felipe Isaza","Bourbon","Washed / Wet",7.75,7.33,7.33,7.42,7.75,7.67,10,10,9.33,7.42,82,0,0,0,"Green",10,1402.08,1402.08,1402.08
"Arabica","racafe & cia s.c.a","Colombia","","","","huila","Grupo Monserrate, La Plata",2011-07-29,"Racafe & Cia S.C.A","Caturra","",7.33,7,7.08,7.42,7.5,7.67,10,10,10,8,82,0.07,0,0,"",2,1600,1950,1775
"Arabica","juan luis alvarado romero","Guatemala","la esperanza","beneficio ixchel","unex guatemala, s.a.","oriente","AGRICOLA EL PILAR, S.A.",2017-08-22,"Juan Luis Alvarado Romero","Bourbon","Washed / Wet",7.58,7.5,7.25,7.58,7.58,7.5,9.33,10,10,7.58,81.92,0.1,0,0,"Green",1,1901,1901,1901
"Arabica","juan luis alvarado romero","Guatemala","las delicias","beneficio ixchel","unex guatemala, s.a.","santa rosa","OTTO BECKER",2017-06-22,"Juan Luis Alvarado Romero","Bourbon","Washed / Wet",7.5,7.5,7.25,7.42,7.42,7.42,10,10,10,7.42,81.92,0.11,0,2,"Green",0,1219.2,1219.2,1219.2
"Arabica","bismarck castro","Honduras","los hicaques","cigrah s.a de c.v.","cigrah s.a de c.v","comayagua","Reinerio Zepeda",2017-06-01,"Bismarck Castro","Caturra","Washed / Wet",7.58,7.5,7.25,7.33,7.42,7.5,10,10,10,7.33,81.92,0.12,0,0,"Green",1,1400,1400,1400
"Arabica","gabriel barbara","Brazil","santa bárbara","copag","volcafe ltda.","monte carmelo","Múcio Cardoso",2016-10-26,"Gabriel Barbara","Catuai","Natural / Dry",7.42,7.33,7.33,7.5,7.5,7.33,10,10,10,7.5,81.92,0.11,0,0,"Green",4,1020,1020,1020
"Arabica","consejo salvadoreño del café","El Salvador","la esperanza","san miguel","consejo salvadoreño del café","el balsamo, quezaltepec","Comercial Exportadora, S.A. de C.V.",2015-05-05,"Consejo Salvadoreño del Café","Bourbon","Washed / Wet",7.67,7.58,7.33,7.5,7.5,7.67,10,10,9.33,7.33,81.92,0.11,0,0,"Green",2,1250,1250,1250
"Arabica","juan luis alvarado romero","Guatemala","las cebollas y anexos","la conquista","asociación nacional del café - anacafe -","nuevo oriente","OVIDIO CARDONA",2015-04-20,"Juan Luis Alvarado Romero","Catuai","Washed / Wet",7.58,7.58,7.17,7.83,7.17,7.33,10,10,10,7.25,81.92,0.11,0,0,"Green",7,1300,1800,1550
